!NUMBER OF ENERGY LEVELS
64
!NUMBER OF COLLISIONAL TRANSITIONS
1899
!NUMBER OF COLLISION TEMPERATURES
25
!COLLISION TEMPERATURES
                         2.0        3.0        5.0       7.0       10.0       15.0       20.0       30.0       50.0       70.0      100.0      150.0      200.0      300.0      500.0      700.0     1000.0     1500.0     2000.0     3000.0     5000.0     7000.0    10000.0    15000.0    20000.0
!NUM       UP    LOW    DOWN_COLL_RATES [cm^3 s^-1]
1163  50    9     3.8558E-33 1.7305E-32 1.1473E-31 3.9883E-31 1.4941E-30 4.4873E-30 9.7915E-30 2.4199E-29 6.5501E-29 1.1773E-28 2.0862E-28 3.7305E-28 5.6344E-28 9.4930E-28 1.7402E-27 2.5246E-27 3.6688E-27 5.4827E-27 7.1931E-27 1.0366E-26 1.0366E-26 1.0366E-26 1.0366E-26 1.0366E-26 1.0366E-26 
1164  50    10    4.5104E-33 2.0243E-32 1.3421E-31 4.6654E-31 1.7478E-30 5.2491E-30 1.1454E-29 2.8308E-29 7.6621E-29 1.3771E-28 2.4404E-28 4.3638E-28 6.5910E-28 1.1105E-27 2.0356E-27 2.9532E-27 4.2916E-27 6.4135E-27 8.4143E-27 1.2126E-26 1.2126E-26 1.2126E-26 1.2126E-26 1.2126E-26 1.2126E-26 
1165  50    11    5.2712E-33 2.3657E-32 1.5684E-31 5.4523E-31 2.0426E-30 6.1345E-30 1.3386E-29 3.3083E-29 8.9545E-29 1.6094E-28 2.8520E-28 5.0999E-28 7.7027E-28 1.2978E-27 2.3789E-27 3.4513E-27 5.0155E-27 7.4953E-27 9.8335E-27 1.4171E-26 1.4171E-26 1.4171E-26 1.4171E-26 1.4171E-26 1.4171E-26 
1166  50    12    6.2037E-33 2.7843E-32 1.8459E-31 6.4169E-31 2.4039E-30 7.2198E-30 1.5754E-29 3.8935E-29 1.0539E-28 1.8941E-28 3.3566E-28 6.0021E-28 9.0653E-28 1.5274E-27 2.7998E-27 4.0619E-27 5.9028E-27 8.8213E-27 1.1573E-26 1.6678E-26 1.6678E-26 1.6678E-26 1.6678E-26 1.6678E-26 1.6678E-26 
1167  50    13    7.4625E-33 3.3492E-32 2.2205E-31 7.7190E-31 2.8917E-30 8.6848E-30 1.8950E-29 4.6836E-29 1.2677E-28 2.2785E-28 4.0377E-28 7.2200E-28 1.0905E-27 1.8373E-27 3.3679E-27 4.8861E-27 7.1005E-27 1.0611E-26 1.3922E-26 2.0062E-26 2.0062E-26 2.0062E-26 2.0062E-26 2.0062E-26 2.0062E-26 
1168  50    14    9.5844E-33 4.3016E-32 2.8519E-31 9.9138E-31 3.7140E-30 1.1154E-29 2.4339E-29 6.0153E-29 1.6282E-28 2.9263E-28 5.1858E-28 9.2729E-28 1.4006E-27 2.3597E-27 4.3256E-27 6.2754E-27 9.1195E-27 1.3629E-26 1.7880E-26 2.5767E-26 2.5767E-26 2.5767E-26 2.5767E-26 2.5767E-26 2.5767E-26 
1169  50    15    8.6565E-33 3.8851E-32 2.5758E-31 8.9540E-31 3.3544E-30 1.0074E-29 2.1983E-29 5.4329E-29 1.4705E-28 2.6430E-28 4.6837E-28 8.3752E-28 1.2650E-27 2.1313E-27 3.9068E-27 5.6678E-27 8.2366E-27 1.2309E-26 1.6149E-26 2.3272E-26 2.3272E-26 2.3272E-26 2.3272E-26 2.3272E-26 2.3272E-26 
1170  50    16    8.3615E-33 3.7527E-32 2.4880E-31 8.6488E-31 3.2401E-30 9.7310E-30 2.1233E-29 5.2478E-29 1.4204E-28 2.5529E-28 4.5241E-28 8.0897E-28 1.2219E-27 2.0586E-27 3.7736E-27 5.4747E-27 7.9559E-27 1.1890E-26 1.5599E-26 2.2479E-26 2.2479E-26 2.2479E-26 2.2479E-26 2.2479E-26 2.2479E-26 
1171  50    17    8.2832E-33 3.7176E-32 2.4647E-31 8.5679E-31 3.2098E-30 9.6399E-30 2.1035E-29 5.1987E-29 1.4071E-28 2.5291E-28 4.4818E-28 8.0141E-28 1.2104E-27 2.0394E-27 3.7383E-27 5.4235E-27 7.8814E-27 1.1778E-26 1.5453E-26 2.2269E-26 2.2269E-26 2.2269E-26 2.2269E-26 2.2269E-26 2.2269E-26 
1172  50    18    8.3086E-33 3.7290E-32 2.4722E-31 8.5941E-31 3.2196E-30 9.6694E-30 2.1099E-29 5.2146E-29 1.4114E-28 2.5368E-28 4.4955E-28 8.0386E-28 1.2141E-27 2.0456E-27 3.7498E-27 5.4401E-27 7.9056E-27 1.1814E-26 1.5500E-26 2.2337E-26 2.2337E-26 2.2337E-26 2.2337E-26 2.2337E-26 2.2337E-26 
1173  50    19    8.3920E-33 3.7664E-32 2.4971E-31 8.6804E-31 3.2519E-30 9.7665E-30 2.1311E-29 5.2669E-29 1.4256E-28 2.5623E-28 4.5406E-28 8.1193E-28 1.2263E-27 2.0661E-27 3.7874E-27 5.4947E-27 7.9849E-27 1.1933E-26 1.5656E-26 2.2561E-26 2.2561E-26 2.2561E-26 2.2561E-26 2.2561E-26 2.2561E-26 
1174  50    20    8.5112E-33 3.8199E-32 2.5325E-31 8.8037E-31 3.2981E-30 9.9052E-30 2.1614E-29 5.3418E-29 1.4459E-28 2.5987E-28 4.6051E-28 8.2346E-28 1.2437E-27 2.0955E-27 3.8412E-27 5.5727E-27 8.0984E-27 1.2103E-26 1.5878E-26 2.2882E-26 2.2882E-26 2.2882E-26 2.2882E-26 2.2882E-26 2.2882E-26 
1175  50    21    8.6539E-33 3.8840E-32 2.5750E-31 8.9513E-31 3.3534E-30 1.0071E-29 2.1976E-29 5.4313E-29 1.4701E-28 2.6422E-28 4.6823E-28 8.3727E-28 1.2646E-27 2.1306E-27 3.9056E-27 5.6662E-27 8.2341E-27 1.2305E-26 1.6144E-26 2.3265E-26 2.3265E-26 2.3265E-26 2.3265E-26 2.3265E-26 2.3265E-26 
1176  50    22    8.8127E-33 3.9552E-32 2.6223E-31 9.1156E-31 3.4149E-30 1.0256E-29 2.2379E-29 5.5310E-29 1.4971E-28 2.6907E-28 4.7682E-28 8.5263E-28 1.2878E-27 2.1697E-27 3.9773E-27 5.7701E-27 8.3852E-27 1.2531E-26 1.6440E-26 2.3692E-26 2.3692E-26 2.3692E-26 2.3692E-26 2.3692E-26 2.3692E-26 
1177  50    23    8.9828E-33 4.0316E-32 2.6729E-31 9.2916E-31 3.4809E-30 1.0454E-29 2.2811E-29 5.6378E-29 1.5260E-28 2.7427E-28 4.8603E-28 8.6909E-28 1.3127E-27 2.2116E-27 4.0541E-27 5.8815E-27 8.5471E-27 1.2773E-26 1.6758E-26 2.4150E-26 2.4150E-26 2.4150E-26 2.4150E-26 2.4150E-26 2.4150E-26 
1178  50    24    9.1612E-33 4.1116E-32 2.7259E-31 9.4760E-31 3.5500E-30 1.0662E-29 2.3264E-29 5.7497E-29 1.5563E-28 2.7971E-28 4.9568E-28 8.8635E-28 1.3387E-27 2.2555E-27 4.1346E-27 5.9983E-27 8.7168E-27 1.3027E-26 1.7090E-26 2.4629E-26 2.4629E-26 2.4629E-26 2.4629E-26 2.4629E-26 2.4629E-26 
1179  50    25    9.3455E-33 4.1944E-32 2.7808E-31 9.6667E-31 3.6214E-30 1.0876E-29 2.3732E-29 5.8654E-29 1.5876E-28 2.8534E-28 5.0565E-28 9.0418E-28 1.3656E-27 2.3009E-27 4.2177E-27 6.1190E-27 8.8922E-27 1.3289E-26 1.7434E-26 2.5125E-26 2.5125E-26 2.5125E-26 2.5125E-26 2.5125E-26 2.5125E-26 
1180  50    26    9.5342E-33 4.2791E-32 2.8369E-31 9.8619E-31 3.6945E-30 1.1096E-29 2.4212E-29 5.9838E-29 1.6197E-28 2.9110E-28 5.1586E-28 9.2244E-28 1.3932E-27 2.3474E-27 4.3029E-27 6.2426E-27 9.0718E-27 1.3557E-26 1.7786E-26 2.5632E-26 2.5632E-26 2.5632E-26 2.5632E-26 2.5632E-26 2.5632E-26 
1181  50    27    9.7262E-33 4.3652E-32 2.8941E-31 1.0061E-30 3.7689E-30 1.1319E-29 2.4699E-29 6.1043E-29 1.6523E-28 2.9696E-28 5.2625E-28 9.4102E-28 1.4213E-27 2.3946E-27 4.3896E-27 6.3683E-27 9.2545E-27 1.3830E-26 1.8145E-26 2.6148E-26 2.6148E-26 2.6148E-26 2.6148E-26 2.6148E-26 2.6148E-26 
1182  50    28    9.9207E-33 4.4525E-32 2.9519E-31 1.0262E-30 3.8443E-30 1.1546E-29 2.5193E-29 6.2264E-29 1.6853E-28 3.0290E-28 5.3677E-28 9.5983E-28 1.4497E-27 2.4425E-27 4.4773E-27 6.4956E-27 9.4395E-27 1.4107E-26 1.8507E-26 2.6671E-26 2.6671E-26 2.6671E-26 2.6671E-26 2.6671E-26 2.6671E-26 
1183  50    29    1.0117E-32 4.5406E-32 3.0103E-31 1.0465E-30 3.9203E-30 1.1774E-29 2.5691E-29 6.3495E-29 1.7186E-28 3.0889E-28 5.4739E-28 9.7881E-28 1.4784E-27 2.4908E-27 4.5659E-27 6.6240E-27 9.6261E-27 1.4386E-26 1.8873E-26 2.7199E-26 2.7199E-26 2.7199E-26 2.7199E-26 2.7199E-26 2.7199E-26 
1184  50    30    1.0314E-32 4.6292E-32 3.0691E-31 1.0669E-30 3.9968E-30 1.2004E-29 2.6193E-29 6.4734E-29 1.7522E-28 3.1492E-28 5.5807E-28 9.9791E-28 1.5072E-27 2.5394E-27 4.6550E-27 6.7533E-27 9.8140E-27 1.4666E-26 1.9242E-26 2.7729E-26 2.7729E-26 2.7729E-26 2.7729E-26 2.7729E-26 2.7729E-26 
1185  50    31    1.0513E-32 4.7182E-32 3.1281E-31 1.0874E-30 4.0737E-30 1.2235E-29 2.6696E-29 6.5979E-29 1.7859E-28 3.2097E-28 5.6880E-28 1.0171E-27 1.5362E-27 2.5882E-27 4.7445E-27 6.8832E-27 1.0003E-26 1.4948E-26 1.9612E-26 2.8263E-26 2.8263E-26 2.8263E-26 2.8263E-26 2.8263E-26 2.8263E-26 
1186  50    32    1.0712E-32 4.8075E-32 3.1873E-31 1.1080E-30 4.1508E-30 1.2466E-29 2.7201E-29 6.7227E-29 1.8197E-28 3.2705E-28 5.7956E-28 1.0363E-27 1.5653E-27 2.6372E-27 4.8343E-27 7.0134E-27 1.0192E-26 1.5231E-26 1.9983E-26 2.8797E-26 2.8797E-26 2.8797E-26 2.8797E-26 2.8797E-26 2.8797E-26 
1187  50    33    1.0911E-32 4.8969E-32 3.2466E-31 1.1286E-30 4.2280E-30 1.2698E-29 2.7707E-29 6.8478E-29 1.8535E-28 3.3313E-28 5.9034E-28 1.0556E-27 1.5944E-27 2.6863E-27 4.9242E-27 7.1439E-27 1.0382E-26 1.5515E-26 2.0354E-26 2.9333E-26 2.9333E-26 2.9333E-26 2.9333E-26 2.9333E-26 2.9333E-26 
1188  50    34    8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.8500E-14 8.4879E-14 8.2400E-14 8.3600E-14 1.1500E-13 1.6200E-13 2.3400E-13 3.3600E-13 4.0000E-13 4.4300E-13 4.4300E-13 4.4300E-13 4.4300E-13 4.4300E-13 4.4300E-13 
1189  50    35    4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.2700E-13 4.8507E-13 5.3100E-13 6.2000E-13 8.0400E-13 9.8000E-13 1.2100E-12 1.4800E-12 1.6200E-12 1.6600E-12 1.6600E-12 1.6600E-12 1.6600E-12 1.6600E-12 1.6600E-12 
1190  50    36    1.1110E-32 4.9864E-32 3.3059E-31 1.1492E-30 4.3052E-30 1.2930E-29 2.8214E-29 6.9729E-29 1.8874E-28 3.3922E-28 6.0113E-28 1.0749E-27 1.6235E-27 2.7354E-27 5.0142E-27 7.2744E-27 1.0571E-26 1.5798E-26 2.0726E-26 2.9869E-26 2.9869E-26 2.9869E-26 2.9869E-26 2.9869E-26 2.9869E-26 
1191  50    37    6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.7300E-13 6.4690E-13 6.2900E-13 6.0700E-13 7.1400E-13 9.2600E-13 1.2900E-12 1.8200E-12 2.1500E-12 2.3400E-12 2.3400E-12 2.3400E-12 2.3400E-12 2.3400E-12 2.3400E-12 
1192  50    38    1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 1.7600E-12 2.0267E-12 2.2400E-12 2.6400E-12 3.3200E-12 3.8300E-12 4.3700E-12 4.9100E-12 5.1300E-12 4.9900E-12 4.9900E-12 4.9900E-12 4.9900E-12 4.9900E-12 4.9900E-12 
1193  50    39    2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.3300E-12 2.2947E-12 2.2700E-12 2.1700E-12 2.2100E-12 2.4800E-12 3.0600E-12 4.0100E-12 4.6400E-12 5.0100E-12 5.0100E-12 5.0100E-12 5.0100E-12 5.0100E-12 5.0100E-12 
1194  50    40    5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 5.4300E-12 6.2892E-12 6.9800E-12 8.0500E-12 9.5900E-12 1.0600E-11 1.1500E-11 1.2400E-11 1.2600E-11 1.2000E-11 1.2000E-11 1.2000E-11 1.2000E-11 1.2000E-11 1.2000E-11 
1195  50    41    6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.6200E-12 6.7189E-12 6.7900E-12 6.5300E-12 6.2900E-12 6.4800E-12 7.2100E-12 8.6400E-12 9.6500E-12 1.0200E-11 1.0200E-11 1.0200E-11 1.0200E-11 1.0200E-11 1.0200E-11 
1196  50    42    1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.4600E-11 1.7500E-11 1.9900E-11 2.2900E-11 2.5900E-11 2.7300E-11 2.8200E-11 2.9000E-11 2.9100E-11 2.7300E-11 2.7300E-11 2.7300E-11 2.7300E-11 2.7300E-11 2.7300E-11 
1197  50    43    1.1310E-32 5.0758E-32 3.3652E-31 1.1698E-30 4.3825E-30 1.3162E-29 2.8720E-29 7.0980E-29 1.9212E-28 3.4530E-28 6.1192E-28 1.0942E-27 1.6526E-27 2.7844E-27 5.1041E-27 7.4049E-27 1.0761E-26 1.6082E-26 2.1098E-26 3.0405E-26 3.0405E-26 3.0405E-26 3.0405E-26 3.0405E-26 3.0405E-26 
1198  50    44    2.3210E-11 2.2375E-11 2.1367E-11 2.0728E-11 2.0071E-11 1.9302E-11 1.8775E-11 1.8017E-11 1.7062E-11 1.6433E-11 1.7800E-11 1.8378E-11 1.8800E-11 1.8200E-11 1.7100E-11 1.6900E-11 1.7900E-11 2.0500E-11 2.2500E-11 2.3500E-11 2.3500E-11 2.3500E-11 2.3500E-11 2.3500E-11 2.3500E-11 
1199  50    45    3.1161E-11 3.1573E-11 3.2100E-11 3.2452E-11 3.2829E-11 3.3253E-11 3.3558E-11 3.3984E-11 3.4521E-11 3.4875E-11 3.6100E-11 4.5192E-11 5.3000E-11 6.3900E-11 7.6200E-11 8.2500E-11 8.7500E-11 9.0400E-11 8.9600E-11 8.2000E-11 8.2000E-11 8.2000E-11 8.2000E-11 8.2000E-11 8.2000E-11 
1200  50    46    4.9599E-11 4.8749E-11 4.7700E-11 4.7021E-11 4.6312E-11 4.5494E-11 4.4923E-11 4.4111E-11 4.3088E-11 4.2414E-11 4.7600E-11 4.9276E-11 5.0500E-11 5.0300E-11 5.0300E-11 5.1700E-11 5.4900E-11 5.9500E-11 6.1700E-11 5.9600E-11 5.9600E-11 5.9600E-11 5.9600E-11 5.9600E-11 5.9600E-11 
1201  50    47    4.7390E-11 5.1848E-11 5.8067E-11 6.2565E-11 6.7715E-11 7.3203E-11 7.7364E-11 8.3008E-11 9.0118E-11 9.4802E-11 9.8700E-11 1.2260E-10 1.4300E-10 1.7300E-10 2.1700E-10 2.5000E-10 2.8700E-10 3.2400E-10 3.3800E-10 3.2600E-10 3.2600E-10 3.2600E-10 3.2600E-10 3.2600E-10 3.2600E-10 
1202  50    48    1.1509E-32 5.1652E-32 3.4245E-31 1.1904E-30 4.4597E-30 1.3394E-29 2.9226E-29 7.2231E-29 1.9551E-28 3.5139E-28 6.2270E-28 1.1135E-27 1.6818E-27 2.8335E-27 5.1940E-27 7.5354E-27 1.0950E-26 1.6365E-26 2.1470E-26 3.0940E-26 3.0940E-26 3.0940E-26 3.0940E-26 3.0940E-26 3.0940E-26 
1203  50    49    7.2891E-11 8.3466E-11 9.9000E-11 1.1078E-10 1.2480E-10 1.3930E-10 1.5060E-10 1.6569E-10 1.8470E-10 1.9722E-10 2.1300E-10 2.3827E-10 2.5800E-10 2.7900E-10 2.9900E-10 3.0800E-10 3.1500E-10 3.1400E-10 3.0500E-10 2.7200E-10 2.7200E-10 2.7200E-10 2.7200E-10 2.7200E-10 2.7200E-10 
1204  51    1     1.7791E-34 7.9848E-34 5.2938E-33 1.8402E-32 6.8940E-32 2.0705E-31 4.5179E-31 1.1166E-30 3.0223E-30 5.4320E-30 9.6260E-30 1.7213E-29 2.5998E-29 4.3802E-29 8.0293E-29 1.1649E-28 1.6928E-28 2.5298E-28 3.3190E-28 4.7830E-28 4.7830E-28 4.7830E-28 4.7830E-28 4.7830E-28 4.7830E-28 
1205  51    2     5.4301E-34 2.4371E-33 1.6158E-32 5.6168E-32 2.1042E-31 6.3195E-31 1.3789E-30 3.4080E-30 9.2246E-30 1.6579E-29 2.9380E-29 5.2537E-29 7.9350E-29 1.3369E-28 2.4507E-28 3.5554E-28 5.1667E-28 7.7214E-28 1.0130E-27 1.4599E-27 1.4599E-27 1.4599E-27 1.4599E-27 1.4599E-27 1.4599E-27 
1206  51    3     9.2195E-34 4.1378E-33 2.7433E-32 9.5363E-32 3.5726E-31 1.0730E-30 2.3412E-30 5.7863E-30 1.5662E-29 2.8149E-29 4.9883E-29 8.9199E-29 1.3472E-28 2.2699E-28 4.1609E-28 6.0365E-28 8.7723E-28 1.3110E-27 1.7199E-27 2.4786E-27 2.4786E-27 2.4786E-27 2.4786E-27 2.4786E-27 2.4786E-27 
1207  51    4     1.3168E-33 5.9100E-33 3.9182E-32 1.3621E-31 5.1027E-31 1.5325E-30 3.3440E-30 8.2645E-30 2.2370E-29 4.0205E-29 7.1248E-29 1.2740E-28 1.9242E-28 3.2420E-28 5.9430E-28 8.6219E-28 1.2529E-27 1.8724E-27 2.4566E-27 3.5402E-27 3.5402E-27 3.5402E-27 3.5402E-27 3.5402E-27 3.5402E-27 
1208  51    5     1.7303E-33 7.7657E-33 5.1485E-32 1.7897E-31 6.7049E-31 2.0137E-30 4.3939E-30 1.0860E-29 2.9394E-29 5.2829E-29 9.3619E-29 1.6741E-28 2.5284E-28 4.2600E-28 7.8090E-28 1.1329E-27 1.6463E-27 2.4604E-27 3.2279E-27 4.6517E-27 4.6517E-27 4.6517E-27 4.6517E-27 4.6517E-27 4.6517E-27 
1209  51    6     2.1658E-33 9.7203E-33 6.4444E-32 2.2402E-31 8.3924E-31 2.5205E-30 5.4999E-30 1.3593E-29 3.6792E-29 6.6126E-29 1.1718E-28 2.0954E-28 3.1648E-28 5.3322E-28 9.7745E-28 1.4180E-27 2.0607E-27 3.0796E-27 4.0403E-27 5.8226E-27 5.8226E-27 5.8226E-27 5.8226E-27 5.8226E-27 5.8226E-27 
1210  51    7     2.6279E-33 1.1794E-32 7.8193E-32 2.7182E-31 1.0183E-30 3.0583E-30 6.6733E-30 1.6493E-29 4.4642E-29 8.0235E-29 1.4218E-28 2.5425E-28 3.8401E-28 6.4699E-28 1.1860E-27 1.7206E-27 2.5004E-27 3.7367E-27 4.9024E-27 7.0649E-27 7.0649E-27 7.0649E-27 7.0649E-27 7.0649E-27 7.0649E-27 
1211  51    8     3.1228E-33 1.4015E-32 9.2919E-32 3.2301E-31 1.2101E-30 3.6342E-30 7.9301E-30 1.9599E-29 5.3049E-29 9.5345E-29 1.6896E-28 3.0213E-28 4.5633E-28 7.6884E-28 1.4093E-27 2.0446E-27 2.9713E-27 4.4404E-27 5.8256E-27 8.3954E-27 8.3954E-27 8.3954E-27 8.3954E-27 8.3954E-27 8.3954E-27 
1212  51    9     3.6593E-33 1.6423E-32 1.0888E-31 3.7850E-31 1.4180E-30 4.2586E-30 9.2925E-30 2.2966E-29 6.2163E-29 1.1173E-28 1.9799E-28 3.5404E-28 5.3473E-28 9.0093E-28 1.6515E-27 2.3959E-27 3.4818E-27 5.2033E-27 6.8265E-27 9.8377E-27 9.8377E-27 9.8377E-27 9.8377E-27 9.8377E-27 9.8377E-27 
1213  51    10    4.2505E-33 1.9077E-32 1.2647E-31 4.3966E-31 1.6471E-30 4.9467E-30 1.0794E-29 2.6677E-29 7.2206E-29 1.2978E-28 2.2998E-28 4.1123E-28 6.2112E-28 1.0465E-27 1.9183E-27 2.7830E-27 4.0443E-27 6.0440E-27 7.9294E-27 1.1427E-26 1.1427E-26 1.1427E-26 1.1427E-26 1.1427E-26 1.1427E-26 
1214  51    11    4.9170E-33 2.2068E-32 1.4631E-31 5.0860E-31 1.9053E-30 5.7223E-30 1.2486E-29 3.0860E-29 8.3529E-29 1.5013E-28 2.6604E-28 4.7572E-28 7.1851E-28 1.2106E-27 2.2191E-27 3.2194E-27 4.6785E-27 6.9917E-27 9.1728E-27 1.3219E-26 1.3219E-26 1.3219E-26 1.3219E-26 1.3219E-26 1.3219E-26 
1215  51    12    5.6942E-33 2.5556E-32 1.6943E-31 5.8899E-31 2.2065E-30 6.6269E-30 1.4460E-29 3.5738E-29 9.6732E-29 1.7386E-28 3.0809E-28 5.5092E-28 8.3209E-28 1.4019E-27 2.5699E-27 3.7283E-27 5.4180E-27 8.0969E-27 1.0623E-26 1.5309E-26 1.5309E-26 1.5309E-26 1.5309E-26 1.5309E-26 1.5309E-26 
1216  51    13    6.6509E-33 2.9850E-32 1.9790E-31 6.8795E-31 2.5772E-30 7.7403E-30 1.6890E-29 4.1742E-29 1.1298E-28 2.0307E-28 3.5986E-28 6.4348E-28 9.7189E-28 1.6375E-27 3.0016E-27 4.3547E-27 6.3283E-27 9.4573E-27 1.2408E-26 1.7881E-26 1.7881E-26 1.7881E-26 1.7881E-26 1.7881E-26 1.7881E-26 
1217  51    14    7.9493E-33 3.5677E-32 2.3653E-31 8.2225E-31 3.0804E-30 9.2513E-30 2.0187E-29 4.9891E-29 1.3504E-28 2.4271E-28 4.3011E-28 7.6910E-28 1.1616E-27 1.9571E-27 3.5876E-27 5.2048E-27 7.5637E-27 1.1303E-26 1.4830E-26 2.1371E-26 2.1371E-26 2.1371E-26 2.1371E-26 2.1371E-26 2.1371E-26 
1218  51    15    1.0154E-32 4.5570E-32 3.0212E-31 1.0503E-30 3.9345E-30 1.1817E-29 2.5784E-29 6.3726E-29 1.7249E-28 3.1001E-28 5.4937E-28 9.8236E-28 1.4837E-27 2.4998E-27 4.5825E-27 6.6481E-27 9.6611E-27 1.4438E-26 1.8942E-26 2.7297E-26 2.7297E-26 2.7297E-26 2.7297E-26 2.7297E-26 2.7297E-26 
1219  51    16    9.1270E-33 4.0963E-32 2.7158E-31 9.4406E-31 3.5367E-30 1.0622E-29 2.3177E-29 5.7282E-29 1.5505E-28 2.7867E-28 4.9383E-28 8.8304E-28 1.3337E-27 2.2471E-27 4.1191E-27 5.9759E-27 8.6842E-27 1.2978E-26 1.7027E-26 2.4537E-26 2.4537E-26 2.4537E-26 2.4537E-26 2.4537E-26 2.4537E-26 
1220  51    17    8.7792E-33 3.9402E-32 2.6123E-31 9.0809E-31 3.4020E-30 1.0217E-29 2.2294E-29 5.5100E-29 1.4914E-28 2.6805E-28 4.7501E-28 8.4939E-28 1.2829E-27 2.1615E-27 3.9622E-27 5.7482E-27 8.3534E-27 1.2484E-26 1.6378E-26 2.3602E-26 2.3602E-26 2.3602E-26 2.3602E-26 2.3602E-26 2.3602E-26 
1221  51    18    8.6651E-33 3.8890E-32 2.5783E-31 8.9629E-31 3.3578E-30 1.0084E-29 2.2004E-29 5.4384E-29 1.4720E-28 2.6457E-28 4.6884E-28 8.3835E-28 1.2662E-27 2.1334E-27 3.9107E-27 5.6735E-27 8.2448E-27 1.2321E-26 1.6165E-26 2.3296E-26 2.3296E-26 2.3296E-26 2.3296E-26 2.3296E-26 2.3296E-26 
1222  51    19    8.6633E-33 3.8882E-32 2.5778E-31 8.9610E-31 3.3570E-30 1.0082E-29 2.2000E-29 5.4372E-29 1.4717E-28 2.6451E-28 4.6874E-28 8.3817E-28 1.2660E-27 2.1329E-27 3.9098E-27 5.6723E-27 8.2430E-27 1.2319E-26 1.6162E-26 2.3291E-26 2.3291E-26 2.3291E-26 2.3291E-26 2.3291E-26 2.3291E-26 
1223  51    20    8.7247E-33 3.9157E-32 2.5961E-31 9.0245E-31 3.3808E-30 1.0154E-29 2.2156E-29 5.4757E-29 1.4821E-28 2.6638E-28 4.7206E-28 8.4411E-28 1.2749E-27 2.1480E-27 3.9376E-27 5.7125E-27 8.3015E-27 1.2406E-26 1.6276E-26 2.3456E-26 2.3456E-26 2.3456E-26 2.3456E-26 2.3456E-26 2.3456E-26 
1224  51    21    8.8253E-33 3.9609E-32 2.6260E-31 9.1286E-31 3.4198E-30 1.0271E-29 2.2411E-29 5.5389E-29 1.4992E-28 2.6946E-28 4.7751E-28 8.5385E-28 1.2896E-27 2.1728E-27 3.9830E-27 5.7784E-27 8.3973E-27 1.2549E-26 1.6464E-26 2.3726E-26 2.3726E-26 2.3726E-26 2.3726E-26 2.3726E-26 2.3726E-26 
1225  51    22    8.9520E-33 4.0177E-32 2.6637E-31 9.2596E-31 3.4689E-30 1.0418E-29 2.2733E-29 5.6184E-29 1.5207E-28 2.7332E-28 4.8436E-28 8.6610E-28 1.3081E-27 2.2040E-27 4.0401E-27 5.8613E-27 8.5177E-27 1.2729E-26 1.6700E-26 2.4067E-26 2.4067E-26 2.4067E-26 2.4067E-26 2.4067E-26 2.4067E-26 
1226  51    23    9.0965E-33 4.0826E-32 2.7067E-31 9.4091E-31 3.5249E-30 1.0586E-29 2.3100E-29 5.7091E-29 1.5453E-28 2.7774E-28 4.9218E-28 8.8009E-28 1.3293E-27 2.2396E-27 4.1054E-27 5.9559E-27 8.6553E-27 1.2935E-26 1.6970E-26 2.4455E-26 2.4455E-26 2.4455E-26 2.4455E-26 2.4455E-26 2.4455E-26 
1227  51    24    9.2538E-33 4.1532E-32 2.7535E-31 9.5718E-31 3.5859E-30 1.0769E-29 2.3499E-29 5.8078E-29 1.5720E-28 2.8254E-28 5.0069E-28 8.9531E-28 1.3522E-27 2.2783E-27 4.1764E-27 6.0589E-27 8.8049E-27 1.3158E-26 1.7263E-26 2.4878E-26 2.4878E-26 2.4878E-26 2.4878E-26 2.4878E-26 2.4878E-26 
1228  51    25    9.4204E-33 4.2280E-32 2.8031E-31 9.7442E-31 3.6504E-30 1.0963E-29 2.3922E-29 5.9124E-29 1.6003E-28 2.8763E-28 5.0970E-28 9.1143E-28 1.3766E-27 2.3193E-27 4.2516E-27 6.1680E-27 8.9635E-27 1.3395E-26 1.7574E-26 2.5326E-26 2.5326E-26 2.5326E-26 2.5326E-26 2.5326E-26 2.5326E-26 
