!NUMBER OF ENERGY LEVELS
64
!NUMBER OF COLLISIONAL TRANSITIONS
1899
!NUMBER OF COLLISION TEMPERATURES
25
!COLLISION TEMPERATURES
                         2.0        3.0        5.0       7.0       10.0       15.0       20.0       30.0       50.0       70.0      100.0      150.0      200.0      300.0      500.0      700.0     1000.0     1500.0     2000.0     3000.0     5000.0     7000.0    10000.0    15000.0    20000.0
!NUM         UP    LOW    DOWN_COLL_RATES [cm^3 s^-1]
868   43    9     6.8680E-18 7.2245E-18 7.7000E-18 8.0466E-18 8.4310E-18 9.0597E-18 9.5340E-18 1.1030E-17 1.5660E-17 2.3280E-17 4.4070E-17 1.2840E-16 3.5390E-16 1.8630E-15 1.4180E-14 4.4590E-14 1.2200E-13 2.7036E-13 4.7550E-13 7.5280E-13 7.5280E-13 7.5280E-13 7.5280E-13 7.5280E-13 7.5280E-13 
869   43    10    1.6520E-17 1.7393E-17 1.8560E-17 1.9408E-17 2.0350E-17 2.1861E-17 2.3000E-17 2.6570E-17 3.7500E-17 5.5190E-17 1.0220E-16 2.8400E-16 7.4120E-16 3.5430E-15 2.3740E-14 6.8750E-14 1.7400E-13 3.6114E-13 6.0630E-13 9.2210E-13 9.2210E-13 9.2210E-13 9.2210E-13 9.2210E-13 9.2210E-13 
870   43    11    3.8820E-17 4.0900E-17 4.3680E-17 4.5698E-17 4.7940E-17 5.1497E-17 5.4180E-17 6.2470E-17 8.7650E-17 1.2770E-16 2.3130E-16 6.1380E-16 1.5180E-15 6.5980E-15 3.9040E-14 1.0440E-13 2.4540E-13 4.8141E-13 7.7650E-13 1.1480E-12 1.1480E-12 1.1480E-12 1.1480E-12 1.1480E-12 1.1480E-12 
871   43    12    8.8610E-17 9.3448E-17 9.9920E-17 1.0460E-16 1.0980E-16 1.1790E-16 1.2400E-16 1.4270E-16 1.9880E-16 2.8640E-16 5.0750E-16 1.2860E-15 3.0170E-15 1.1920E-14 6.2420E-14 1.5500E-13 3.3950E-13 6.2588E-13 9.6600E-13 1.3740E-12 1.3740E-12 1.3740E-12 1.3740E-12 1.3740E-12 1.3740E-12 
872   43    13    1.9840E-16 2.0943E-16 2.2420E-16 2.3481E-16 2.4660E-16 2.6479E-16 2.7850E-16 3.1990E-16 4.4240E-16 6.3040E-16 1.0930E-15 2.6470E-15 5.8990E-15 2.1250E-14 9.8920E-14 2.2870E-13 4.6930E-13 8.2536E-13 1.2320E-12 1.7130E-12 1.7130E-12 1.7130E-12 1.7130E-12 1.7130E-12 1.7130E-12 
873   43    14    4.3070E-16 4.5501E-16 4.8760E-16 5.1094E-16 5.3690E-16 5.7636E-16 6.0610E-16 6.9460E-16 9.5240E-16 1.3410E-15 2.2710E-15 5.2580E-15 1.1130E-14 3.6490E-14 1.5090E-13 3.2560E-13 6.2620E-13 1.0398E-12 1.4900E-12 2.0010E-12 2.0010E-12 2.0010E-12 2.0010E-12 2.0010E-12 2.0010E-12 
874   43    15    9.2300E-16 9.7595E-16 1.0470E-15 1.0981E-15 1.1550E-15 1.2394E-15 1.3030E-15 1.4900E-15 2.0270E-15 2.8210E-15 4.6730E-15 1.0360E-14 2.0880E-14 6.2700E-14 2.3200E-13 4.7000E-13 8.5580E-13 1.3692E-12 1.9110E-12 2.5200E-12 2.5200E-12 2.5200E-12 2.5200E-12 2.5200E-12 2.5200E-12 
875   43    16    1.9040E-15 2.0154E-15 2.1650E-15 2.2714E-15 2.3900E-15 2.5640E-15 2.6950E-15 3.0730E-15 4.1370E-15 5.6810E-15 9.1900E-15 1.9450E-14 3.7300E-14 1.0200E-13 3.3530E-13 6.3600E-13 1.0910E-12 1.6588E-12 2.2330E-12 2.8710E-12 2.8710E-12 2.8710E-12 2.8710E-12 2.8710E-12 2.8710E-12 
876   43    17    3.9240E-15 4.1577E-15 4.4720E-15 4.6947E-15 4.9430E-15 5.3023E-15 5.5730E-15 6.3400E-15 8.4640E-15 1.1480E-14 1.8170E-14 3.6860E-14 6.7590E-14 1.7060E-13 5.0650E-13 9.0930E-13 1.4920E-12 2.2027E-12 2.9040E-12 3.6600E-12 3.6600E-12 3.6600E-12 3.6600E-12 3.6600E-12 3.6600E-12 
877   43    18    7.6700E-15 8.1341E-15 8.7590E-15 9.2001E-15 9.6920E-15 1.0392E-14 1.0920E-14 1.2380E-14 1.6330E-14 2.1830E-14 3.3660E-14 6.5150E-14 1.1370E-13 2.6180E-13 6.8930E-13 1.1580E-12 1.7960E-12 2.5532E-12 3.2770E-12 4.0970E-12 4.0970E-12 4.0970E-12 4.0970E-12 4.0970E-12 4.0970E-12 
878   43    19    1.5300E-14 1.6245E-14 1.7520E-14 1.8413E-14 1.9410E-14 2.0808E-14 2.1860E-14 2.4720E-14 3.2330E-14 4.2690E-14 6.4410E-14 1.1970E-13 2.0070E-13 4.3190E-13 1.0440E-12 1.6760E-12 2.5030E-12 3.4462E-12 4.3240E-12 5.2420E-12 5.2420E-12 5.2420E-12 5.2420E-12 5.2420E-12 5.2420E-12 
879   43    20    2.8160E-14 2.9922E-14 3.2300E-14 3.3972E-14 3.5840E-14 3.8391E-14 4.0310E-14 4.5410E-14 5.8590E-14 7.6080E-14 1.1160E-13 1.9750E-13 3.1490E-13 6.1980E-13 1.3320E-12 2.0060E-12 2.8570E-12 3.8734E-12 4.8070E-12 5.9160E-12 5.9160E-12 5.9160E-12 5.9160E-12 5.9160E-12 5.9160E-12 
880   43    21    5.4890E-14 5.8395E-14 6.3130E-14 6.6441E-14 7.0140E-14 7.5122E-14 7.8870E-14 8.8620E-14 1.1330E-13 1.4530E-13 2.0870E-13 3.5580E-13 5.4840E-13 1.0230E-12 2.0600E-12 2.9850E-12 4.0890E-12 5.2776E-12 6.3250E-12 7.3900E-12 7.3900E-12 7.3900E-12 7.3900E-12 7.3900E-12 7.3900E-12 
881   43    22    9.4280E-14 1.0041E-13 1.0870E-13 1.1446E-13 1.2090E-13 1.2935E-13 1.3570E-13 1.5180E-13 1.9130E-13 2.4090E-13 3.3560E-13 5.4240E-13 7.9390E-13 1.3570E-12 2.4590E-12 3.3960E-12 4.5480E-12 5.9844E-12 7.2710E-12 8.8220E-12 8.8220E-12 8.8220E-12 8.8220E-12 8.8220E-12 8.8220E-12 
882   43    23    1.8170E-13 1.9372E-13 2.1000E-13 2.2133E-13 2.3400E-13 2.5027E-13 2.6250E-13 2.9280E-13 3.6510E-13 4.5380E-13 6.1920E-13 9.6800E-13 1.3780E-12 2.2580E-12 3.8630E-12 5.1070E-12 6.4680E-12 7.8744E-12 9.0540E-12 1.0230E-11 1.0230E-11 1.0230E-11 1.0230E-11 1.0230E-11 1.0230E-11 
883   43    24    2.8940E-13 3.0884E-13 3.3520E-13 3.5346E-13 3.7390E-13 3.9966E-13 4.1900E-13 4.6530E-13 5.7170E-13 6.9720E-13 9.2100E-13 1.3610E-12 1.8390E-12 2.7800E-12 4.4070E-12 5.7540E-12 7.4590E-12 9.6184E-12 1.1520E-11 1.3670E-11 1.3670E-11 1.3670E-11 1.3670E-11 1.3670E-11 1.3670E-11 
884   43    25    5.5710E-13 5.9523E-13 6.4700E-13 6.8270E-13 7.2270E-13 7.7161E-13 8.0830E-13 8.9320E-13 1.0820E-12 1.2990E-12 1.6780E-12 2.4010E-12 3.1630E-12 4.6010E-12 6.7860E-12 8.2520E-12 9.7500E-12 1.1328E-11 1.2600E-11 1.3900E-11 1.3900E-11 1.3900E-11 1.3900E-11 1.3900E-11 1.3900E-11 
885   43    26    8.2560E-13 8.8287E-13 9.6070E-13 1.0146E-12 1.0750E-12 1.1476E-12 1.2020E-12 1.3250E-12 1.5890E-12 1.8780E-12 2.3580E-12 3.2080E-12 4.0430E-12 5.5510E-12 8.0670E-12 1.0220E-11 1.2970E-11 1.6251E-11 1.9070E-11 2.1830E-11 2.1830E-11 2.1830E-11 2.1830E-11 2.1830E-11 2.1830E-11 
886   43    27    1.5630E-12 1.6735E-12 1.8240E-12 1.9268E-12 2.0420E-12 2.1747E-12 2.2740E-12 2.4850E-12 2.9170E-12 3.3730E-12 4.1020E-12 5.3530E-12 6.5320E-12 8.4830E-12 1.0990E-11 1.2500E-11 1.4040E-11 1.5875E-11 1.7320E-11 1.8880E-11 1.8880E-11 1.8880E-11 1.8880E-11 1.8880E-11 1.8880E-11 
887   43    28    2.2780E-12 2.4402E-12 2.6610E-12 2.8136E-12 2.9850E-12 3.1828E-12 3.3310E-12 3.6450E-12 4.2790E-12 4.9240E-12 5.9140E-12 7.5270E-12 9.0130E-12 1.1630E-11 1.6040E-11 1.9730E-11 2.4130E-11 2.8711E-11 3.2480E-11 3.5440E-11 3.5440E-11 3.5440E-11 3.5440E-11 3.5440E-11 3.5440E-11 
888   43    29    3.9870E-12 4.2776E-12 4.6740E-12 4.9416E-12 5.2420E-12 5.5571E-12 5.7920E-12 6.2400E-12 7.0470E-12 7.7900E-12 8.8480E-12 1.0440E-11 1.1760E-11 1.3750E-11 1.6200E-11 1.7880E-11 1.9900E-11 2.2624E-11 2.4780E-11 2.7120E-11 2.7120E-11 2.7120E-11 2.7120E-11 2.7120E-11 2.7120E-11 
889   43    30    6.6410E-12 7.1220E-12 7.7780E-12 8.2342E-12 8.7470E-12 9.3082E-12 9.7280E-12 1.0550E-11 1.2100E-11 1.3580E-11 1.5700E-11 1.8950E-11 2.1840E-11 2.6780E-11 3.4400E-11 3.9980E-11 4.5860E-11 5.1085E-11 5.5150E-11 5.7160E-11 5.7160E-11 5.7160E-11 5.7160E-11 5.7160E-11 5.7160E-11 
890   43    31    8.9960E-12 9.6654E-12 1.0580E-11 1.1188E-11 1.1870E-11 1.2502E-11 1.2970E-11 1.3710E-11 1.4780E-11 1.5520E-11 1.6350E-11 1.7390E-11 1.8260E-11 1.9930E-11 2.3420E-11 2.6830E-11 3.1390E-11 3.7079E-11 4.1730E-11 4.6290E-11 4.6290E-11 4.6290E-11 4.6290E-11 4.6290E-11 4.6290E-11 
891   43    32    2.1890E-11 2.3501E-11 2.5700E-11 2.7234E-11 2.8960E-11 3.0673E-11 3.1950E-11 3.4180E-11 3.8040E-11 4.1410E-11 4.5860E-11 5.2120E-11 5.7250E-11 6.5080E-11 7.4800E-11 8.0400E-11 8.5380E-11 8.8789E-11 9.1290E-11 8.9820E-11 8.9820E-11 8.9820E-11 8.9820E-11 8.9820E-11 8.9820E-11 
892   43    33    2.1310E-11 2.2919E-11 2.5120E-11 2.6584E-11 2.8230E-11 2.9480E-11 3.0400E-11 3.1450E-11 3.2480E-11 3.2870E-11 3.3230E-11 3.4390E-11 3.6530E-11 4.2590E-11 5.5780E-11 6.7210E-11 8.0930E-11 9.5707E-11 1.0780E-10 1.1720E-10 1.1720E-10 1.1720E-10 1.1720E-10 1.1720E-10 1.1720E-10 
893   43    36    9.0420E-11 9.7816E-11 1.0800E-10 1.1481E-10 1.2250E-10 1.2825E-10 1.3250E-10 1.3750E-10 1.4390E-10 1.4800E-10 1.5210E-10 1.5580E-10 1.5760E-10 1.5860E-10 1.5680E-10 1.5430E-10 1.5150E-10 1.4778E-10 1.4520E-10 1.3600E-10 1.3600E-10 1.3600E-10 1.3600E-10 1.3600E-10 1.3600E-10 
894   44    1     9.8421E-37 7.0311E-36 8.3725E-35 2.0939E-34 5.5330E-34 1.2456E-33 2.2151E-33 4.3247E-33 9.0405E-33 1.3964E-32 2.1353E-32 3.3307E-32 4.4694E-32 6.5908E-32 1.0355E-31 1.3669E-31 1.8071E-31 2.4261E-31 2.9900E-31 3.9310E-31 3.9310E-31 3.9310E-31 3.9310E-31 3.9310E-31 3.9310E-31 
895   44    2     3.0409E-36 2.1724E-35 2.5868E-34 6.4694E-34 1.7095E-33 3.8484E-33 6.8440E-33 1.3362E-32 2.7932E-32 4.3143E-32 6.5974E-32 1.0291E-31 1.3809E-31 2.0363E-31 3.1993E-31 4.2233E-31 5.5834E-31 7.4958E-31 9.2379E-31 1.2145E-30 1.2145E-30 1.2145E-30 1.2145E-30 1.2145E-30 1.2145E-30 
896   44    3     5.2402E-36 3.7435E-35 4.4577E-34 1.1148E-33 2.9459E-33 6.6317E-33 1.1794E-32 2.3025E-32 4.8133E-32 7.4346E-32 1.1369E-31 1.7733E-31 2.3796E-31 3.5091E-31 5.5131E-31 7.2777E-31 9.6216E-31 1.2917E-30 1.5919E-30 2.0930E-30 2.0930E-30 2.0930E-30 2.0930E-30 2.0930E-30 2.0930E-30 
897   44    4     7.6245E-36 5.4468E-35 6.4860E-34 1.6221E-33 4.2863E-33 9.6491E-33 1.7160E-32 3.3502E-32 7.0035E-32 1.0817E-31 1.6542E-31 2.5802E-31 3.4624E-31 5.1058E-31 8.0216E-31 1.0589E-30 1.3999E-30 1.8794E-30 2.3163E-30 3.0453E-30 3.0453E-30 3.0453E-30 3.0453E-30 3.0453E-30 3.0453E-30 
898   44    5     1.0260E-35 7.3297E-35 8.7280E-34 2.1828E-33 5.7680E-33 1.2985E-32 2.3092E-32 4.5083E-32 9.4244E-32 1.4557E-31 2.2260E-31 3.4721E-31 4.6592E-31 6.8707E-31 1.0794E-30 1.4250E-30 1.8839E-30 2.5291E-30 3.1169E-30 4.0979E-30 4.0979E-30 4.0979E-30 4.0979E-30 4.0979E-30 4.0979E-30 
899   44    6     1.3259E-35 9.4724E-35 1.1280E-33 2.8209E-33 7.4542E-33 1.6781E-32 2.9843E-32 5.8263E-32 1.2180E-31 1.8812E-31 2.8768E-31 4.4871E-31 6.0213E-31 8.8793E-31 1.3950E-30 1.8415E-30 2.4346E-30 3.2685E-30 4.0281E-30 5.2959E-30 5.2959E-30 5.2959E-30 5.2959E-30 5.2959E-30 5.2959E-30 
900   44    7     1.6839E-35 1.2029E-34 1.4324E-33 3.5824E-33 9.4664E-33 2.1310E-32 3.7899E-32 7.3991E-32 1.5467E-31 2.3891E-31 3.6533E-31 5.6984E-31 7.6467E-31 1.1276E-30 1.7716E-30 2.3386E-30 3.0918E-30 4.1508E-30 5.1155E-30 6.7255E-30 6.7255E-30 6.7255E-30 6.7255E-30 6.7255E-30 6.7255E-30 
901   44    8     2.1502E-35 1.5361E-34 1.8291E-33 4.5746E-33 1.2088E-32 2.7212E-32 4.8395E-32 9.4482E-32 1.9751E-31 3.0507E-31 4.6651E-31 7.2765E-31 9.7644E-31 1.4399E-30 2.2622E-30 2.9863E-30 3.9481E-30 5.3003E-30 6.5322E-30 8.5881E-30 8.5881E-30 8.5881E-30 8.5881E-30 8.5881E-30 8.5881E-30 
902   44    9     2.8980E-35 2.0703E-34 2.4653E-33 6.1655E-33 1.6292E-32 3.6676E-32 6.5225E-32 1.2734E-31 2.6620E-31 4.1116E-31 6.2874E-31 9.8071E-31 1.3160E-30 1.9407E-30 3.0489E-30 4.0248E-30 5.3211E-30 7.1436E-30 8.8039E-30 1.1575E-29 1.1575E-29 1.1575E-29 1.1575E-29 1.1575E-29 1.1575E-29 
903   44    10    2.7236E-35 1.9457E-34 2.3169E-33 5.7945E-33 1.5312E-32 3.4469E-32 6.1300E-32 1.1968E-31 2.5018E-31 3.8642E-31 5.9091E-31 9.2169E-31 1.2368E-30 1.8239E-30 2.8655E-30 3.7827E-30 5.0009E-30 6.7137E-30 8.2741E-30 1.0878E-29 1.0878E-29 1.0878E-29 1.0878E-29 1.0878E-29 1.0878E-29 
904   44    11    2.7201E-35 1.9432E-34 2.3139E-33 5.7870E-33 1.5292E-32 3.4424E-32 6.1221E-32 1.1952E-31 2.4986E-31 3.8593E-31 5.9015E-31 9.2051E-31 1.2352E-30 1.8215E-30 2.8618E-30 3.7778E-30 4.9945E-30 6.7051E-30 8.2635E-30 1.0864E-29 1.0864E-29 1.0864E-29 1.0864E-29 1.0864E-29 1.0864E-29 
905   44    12    2.7724E-35 1.9806E-34 2.3585E-33 5.8983E-33 1.5586E-32 3.5087E-32 6.2399E-32 1.2182E-31 2.5466E-31 3.9335E-31 6.0150E-31 9.3822E-31 1.2590E-30 1.8566E-30 2.9168E-30 3.8505E-30 5.0905E-30 6.8341E-30 8.4225E-30 1.1073E-29 1.1073E-29 1.1073E-29 1.1073E-29 1.1073E-29 1.1073E-29 
906   44    13    2.8500E-35 2.0360E-34 2.4244E-33 6.0634E-33 1.6022E-32 3.6068E-32 6.4145E-32 1.2523E-31 2.6179E-31 4.0435E-31 6.1833E-31 9.6447E-31 1.2942E-30 1.9085E-30 2.9985E-30 3.9582E-30 5.2330E-30 7.0253E-30 8.6581E-30 1.1383E-29 1.1383E-29 1.1383E-29 1.1383E-29 1.1383E-29 1.1383E-29 
907   44    14    2.9409E-35 2.1009E-34 2.5017E-33 6.2567E-33 1.6533E-32 3.7218E-32 6.6190E-32 1.2922E-31 2.7013E-31 4.1724E-31 6.3804E-31 9.9522E-31 1.3355E-30 1.9694E-30 3.0940E-30 4.0844E-30 5.3998E-30 7.2492E-30 8.9341E-30 1.1746E-29 1.1746E-29 1.1746E-29 1.1746E-29 1.1746E-29 1.1746E-29 
908   44    15    3.0393E-35 2.1712E-34 2.5855E-33 6.4661E-33 1.7086E-32 3.8464E-32 6.8405E-32 1.3355E-31 2.7917E-31 4.3121E-31 6.5940E-31 1.0285E-30 1.3802E-30 2.0353E-30 3.1976E-30 4.2211E-30 5.5805E-30 7.4919E-30 9.2331E-30 1.2139E-29 1.2139E-29 1.2139E-29 1.2139E-29 1.2139E-29 1.2139E-29 
909   44    16    3.1422E-35 2.2448E-34 2.6730E-33 6.6851E-33 1.7665E-32 3.9766E-32 7.0722E-32 1.3807E-31 2.8863E-31 4.4581E-31 6.8173E-31 1.0634E-30 1.4269E-30 2.1042E-30 3.3059E-30 4.3640E-30 5.7695E-30 7.7456E-30 9.5459E-30 1.2550E-29 1.2550E-29 1.2550E-29 1.2550E-29 1.2550E-29 1.2550E-29 
910   44    17    3.2479E-35 2.3203E-34 2.7629E-33 6.9099E-33 1.8259E-32 4.1104E-32 7.3100E-32 1.4271E-31 2.9834E-31 4.6081E-31 7.0466E-31 1.0991E-30 1.4749E-30 2.1750E-30 3.4171E-30 4.5108E-30 5.9635E-30 8.0061E-30 9.8669E-30 1.2972E-29 1.2972E-29 1.2972E-29 1.2972E-29 1.2972E-29 1.2972E-29 
911   44    18    3.3552E-35 2.3969E-34 2.8542E-33 7.1381E-33 1.8862E-32 4.2462E-32 7.5515E-32 1.4743E-31 3.0819E-31 4.7603E-31 7.2794E-31 1.1354E-30 1.5236E-30 2.2468E-30 3.5300E-30 4.6598E-30 6.1605E-30 8.2706E-30 1.0193E-29 1.3401E-29 1.3401E-29 1.3401E-29 1.3401E-29 1.3401E-29 1.3401E-29 
912   44    19    3.4634E-35 2.4742E-34 2.9462E-33 7.3684E-33 1.9470E-32 4.3831E-32 7.7950E-32 1.5218E-31 3.1813E-31 4.9138E-31 7.5141E-31 1.1720E-30 1.5728E-30 2.3193E-30 3.6438E-30 4.8101E-30 6.3592E-30 8.5373E-30 1.0522E-29 1.3833E-29 1.3833E-29 1.3833E-29 1.3833E-29 1.3833E-29 1.3833E-29 
913   44    20    3.5721E-35 2.5518E-34 3.0387E-33 7.5995E-33 2.0081E-32 4.5206E-32 8.0396E-32 1.5696E-31 3.2811E-31 5.0680E-31 7.7499E-31 1.2088E-30 1.6221E-30 2.3921E-30 3.7581E-30 4.9610E-30 6.5587E-30 8.8051E-30 1.0852E-29 1.4267E-29 1.4267E-29 1.4267E-29 1.4267E-29 1.4267E-29 1.4267E-29 
914   44    21    3.6808E-35 2.6296E-34 3.1312E-33 7.8310E-33 2.0693E-32 4.6583E-32 8.2844E-32 1.6174E-31 3.3810E-31 5.2223E-31 7.9859E-31 1.2456E-30 1.6715E-30 2.4649E-30 3.8726E-30 5.1121E-30 6.7585E-30 9.0733E-30 1.1182E-29 1.4702E-29 1.4702E-29 1.4702E-29 1.4702E-29 1.4702E-29 1.4702E-29 
915   44    22    3.7895E-35 2.7072E-34 3.2237E-33 8.0622E-33 2.1304E-32 4.7958E-32 8.5290E-32 1.6651E-31 3.4809E-31 5.3765E-31 8.2217E-31 1.2824E-30 1.7209E-30 2.5377E-30 3.9869E-30 5.2630E-30 6.9580E-30 9.3412E-30 1.1512E-29 1.5136E-29 1.5136E-29 1.5136E-29 1.5136E-29 1.5136E-29 1.5136E-29 
916   44    23    3.8980E-35 2.7847E-34 3.3159E-33 8.2929E-33 2.1914E-32 4.9331E-32 8.7731E-32 1.7128E-31 3.5805E-31 5.5304E-31 8.4570E-31 1.3191E-30 1.7701E-30 2.6103E-30 4.1010E-30 5.4136E-30 7.1571E-30 9.6085E-30 1.1842E-29 1.5569E-29 1.5569E-29 1.5569E-29 1.5569E-29 1.5569E-29 1.5569E-29 
917   44    24    4.0061E-35 2.8619E-34 3.4079E-33 8.5228E-33 2.2521E-32 5.0699E-32 9.0164E-32 1.7603E-31 3.6798E-31 5.6837E-31 8.6915E-31 1.3557E-30 1.8192E-30 2.6827E-30 4.2147E-30 5.5638E-30 7.3556E-30 9.8749E-30 1.2170E-29 1.6000E-29 1.6000E-29 1.6000E-29 1.6000E-29 1.6000E-29 1.6000E-29 
918   44    25    4.1137E-35 2.9388E-34 3.4994E-33 8.7519E-33 2.3126E-32 5.2061E-32 9.2586E-32 1.8076E-31 3.7786E-31 5.8364E-31 8.9250E-31 1.3921E-30 1.8681E-30 2.7548E-30 4.3280E-30 5.7133E-30 7.5532E-30 1.0140E-29 1.2497E-29 1.6430E-29 1.6430E-29 1.6430E-29 1.6430E-29 1.6430E-29 1.6430E-29 
919   44    26    4.2209E-35 3.0153E-34 3.5906E-33 8.9798E-33 2.3729E-32 5.3417E-32 9.4998E-32 1.8547E-31 3.8771E-31 5.9885E-31 9.1575E-31 1.4284E-30 1.9167E-30 2.8265E-30 4.4407E-30 5.8621E-30 7.7500E-30 1.0404E-29 1.2823E-29 1.6858E-29 1.6858E-29 1.6858E-29 1.6858E-29 1.6858E-29 1.6858E-29 
920   44    27    4.3275E-35 3.0915E-34 3.6813E-33 9.2067E-33 2.4328E-32 5.4767E-32 9.7398E-32 1.9015E-31 3.9750E-31 6.1398E-31 9.3889E-31 1.4645E-30 1.9652E-30 2.8979E-30 4.5529E-30 6.0102E-30 7.9458E-30 1.0667E-29 1.3147E-29 1.7284E-29 1.7284E-29 1.7284E-29 1.7284E-29 1.7284E-29 1.7284E-29 
921   44    28    4.4336E-35 3.1673E-34 3.7715E-33 9.4324E-33 2.4925E-32 5.6109E-32 9.9786E-32 1.9481E-31 4.0725E-31 6.2903E-31 9.6190E-31 1.5004E-30 2.0133E-30 2.9690E-30 4.6645E-30 6.1575E-30 8.1406E-30 1.0929E-29 1.3469E-29 1.7708E-29 1.7708E-29 1.7708E-29 1.7708E-29 1.7708E-29 1.7708E-29 
922   44    29    4.5391E-35 3.2427E-34 3.8613E-33 9.6569E-33 2.5518E-32 5.7444E-32 1.0216E-31 1.9945E-31 4.1694E-31 6.4400E-31 9.8479E-31 1.5361E-30 2.0613E-30 3.0396E-30 4.7755E-30 6.3041E-30 8.3343E-30 1.1189E-29 1.3789E-29 1.8129E-29 1.8129E-29 1.8129E-29 1.8129E-29 1.8129E-29 1.8129E-29 
923   44    30    4.6440E-35 3.3176E-34 3.9506E-33 9.8801E-33 2.6108E-32 5.8773E-32 1.0452E-31 2.0406E-31 4.2658E-31 6.5889E-31 1.0076E-30 1.5716E-30 2.1089E-30 3.1099E-30 4.8859E-30 6.4498E-30 8.5270E-30 1.1448E-29 1.4108E-29 1.8549E-29 1.8549E-29 1.8549E-29 1.8549E-29 1.8549E-29 1.8549E-29 
924   44    31    4.7484E-35 3.3922E-34 4.0394E-33 1.0102E-32 2.6694E-32 6.0093E-32 1.0687E-31 2.0865E-31 4.3616E-31 6.7369E-31 1.0302E-30 1.6069E-30 2.1563E-30 3.1798E-30 4.9957E-30 6.5947E-30 8.7186E-30 1.1705E-29 1.4425E-29 1.8965E-29 1.8965E-29 1.8965E-29 1.8965E-29 1.8965E-29 1.8965E-29 
925   44    32    4.8522E-35 3.4663E-34 4.1276E-33 1.0323E-32 2.7278E-32 6.1407E-32 1.0921E-31 2.1321E-31 4.4570E-31 6.8842E-31 1.0527E-30 1.6420E-30 2.2034E-30 3.2493E-30 5.1049E-30 6.7389E-30 8.9092E-30 1.1961E-29 1.4741E-29 1.9380E-29 1.9380E-29 1.9380E-29 1.9380E-29 1.9380E-29 1.9380E-29 
926   44    33    4.9554E-35 3.5401E-34 4.2154E-33 1.0543E-32 2.7858E-32 6.2713E-32 1.1153E-31 2.1774E-31 4.5518E-31 7.0306E-31 1.0751E-30 1.6769E-30 2.2503E-30 3.3184E-30 5.2135E-30 6.8822E-30 9.0987E-30 1.2215E-29 1.5054E-29 1.9792E-29 1.9792E-29 1.9792E-29 1.9792E-29 1.9792E-29 1.9792E-29 
927   44    34    9.9170E-14 9.8114E-14 9.6800E-14 9.8116E-14 9.9530E-14 1.0558E-13 1.1010E-13 1.2630E-13 1.7230E-13 2.3240E-13 3.3930E-13 5.3270E-13 7.2270E-13 1.0570E-12 1.4830E-12 1.7100E-12 1.9480E-12 2.2735E-12 2.5370E-12 2.8280E-12 2.8280E-12 2.8280E-12 2.8280E-12 2.8280E-12 2.8280E-12 
928   44    35    5.4210E-13 5.3779E-13 5.3240E-13 5.4044E-13 5.4910E-13 5.8092E-13 6.0460E-13 6.8540E-13 9.1010E-13 1.2030E-12 1.7250E-12 2.6930E-12 3.6870E-12 5.5600E-12 8.2330E-12 9.8850E-12 1.1580E-11 1.3181E-11 1.4450E-11 1.5170E-11 1.5170E-11 1.5170E-11 1.5170E-11 1.5170E-11 1.5170E-11 
929   44    36    5.0580E-35 3.6134E-34 4.3027E-33 1.0761E-32 2.8435E-32 6.4012E-32 1.1384E-31 2.2225E-31 4.6460E-31 7.1762E-31 1.0974E-30 1.7117E-30 2.2969E-30 3.3871E-30 5.3215E-30 7.0248E-30 9.2871E-30 1.2468E-29 1.5366E-29 2.0202E-29 2.0202E-29 2.0202E-29 2.0202E-29 2.0202E-29 2.0202E-29 
930   44    37    1.6920E-12 1.6629E-12 1.6270E-12 1.6255E-12 1.6240E-12 1.6536E-12 1.6750E-12 1.7770E-12 2.0610E-12 2.3970E-12 2.9200E-12 3.7490E-12 4.5280E-12 5.9910E-12 8.1680E-12 9.5810E-12 1.1170E-11 1.3101E-11 1.4670E-11 1.6180E-11 1.6180E-11 1.6180E-11 1.6180E-11 1.6180E-11 1.6180E-11 
931   44    38    5.3310E-12 5.2690E-12 5.1920E-12 5.2288E-12 5.2680E-12 5.4392E-12 5.5640E-12 5.9590E-12 6.9400E-12 8.0690E-12 9.8430E-12 1.2680E-11 1.5300E-11 1.9990E-11 2.6300E-11 2.9730E-11 3.2780E-11 3.5342E-11 3.7280E-11 3.7850E-11 3.7850E-11 3.7850E-11 3.7850E-11 3.7850E-11 3.7850E-11 
932   44    39    1.3650E-11 1.3521E-11 1.3360E-11 1.3360E-11 1.3360E-11 1.3195E-11 1.3080E-11 1.2900E-11 1.2860E-11 1.3000E-11 1.3340E-11 1.4090E-11 1.5160E-11 1.8110E-11 2.3680E-11 2.7530E-11 3.1610E-11 3.5867E-11 3.9230E-11 4.1880E-11 4.1880E-11 4.1880E-11 4.1880E-11 4.1880E-11 4.1880E-11 
933   44    40    2.6980E-11 2.6905E-11 2.6810E-11 2.7210E-11 2.7640E-11 2.8399E-11 2.8950E-11 2.9880E-11 3.1610E-11 3.3420E-11 3.6060E-11 3.9960E-11 4.3390E-11 4.9500E-11 5.7400E-11 6.1030E-11 6.3660E-11 6.5145E-11 6.6220E-11 6.4490E-11 6.4490E-11 6.4490E-11 6.4490E-11 6.4490E-11 6.4490E-11 
