!NUMBER OF ENERGY LEVELS
64
!NUMBER OF COLLISIONAL TRANSITIONS
1899
!NUMBER OF COLLISION TEMPERATURES
25
!COLLISION TEMPERATURES
                         2.0        3.0        5.0       7.0       10.0       15.0       20.0       30.0       50.0       70.0      100.0      150.0      200.0      300.0      500.0      700.0     1000.0     1500.0     2000.0     3000.0     5000.0     7000.0    10000.0    15000.0    20000.0
!NUM         UP    LOW    DOWN_COLL_RATES [cm^3 s^-1]
551   34    23    4.4294E-35 3.1643E-34 3.7680E-33 9.4235E-33 2.4901E-32 5.6056E-32 9.9692E-32 1.9463E-31 4.0686E-31 6.2844E-31 9.6100E-31 1.4990E-30 2.0114E-30 2.9662E-30 4.6601E-30 6.1517E-30 8.1329E-30 1.0919E-29 1.3456E-29 1.7691E-29 1.7691E-29 1.7691E-29 1.7691E-29 1.7691E-29 1.7691E-29 
552   34    24    4.5773E-35 3.2700E-34 3.8938E-33 9.7382E-33 2.5733E-32 5.7928E-32 1.0302E-31 2.0113E-31 4.2045E-31 6.4942E-31 9.9309E-31 1.5490E-30 2.0786E-30 3.0652E-30 4.8157E-30 6.3571E-30 8.4045E-30 1.1283E-29 1.3906E-29 1.8282E-29 1.8282E-29 1.8282E-29 1.8282E-29 1.8282E-29 1.8282E-29 
553   34    25    4.7236E-35 3.3745E-34 4.0183E-33 1.0049E-32 2.6555E-32 5.9780E-32 1.0631E-31 2.0756E-31 4.3389E-31 6.7018E-31 1.0248E-30 1.5985E-30 2.1451E-30 3.1632E-30 4.9697E-30 6.5604E-30 8.6732E-30 1.1644E-29 1.4350E-29 1.8866E-29 1.8866E-29 1.8866E-29 1.8866E-29 1.8866E-29 1.8866E-29 
554   34    26    4.8685E-35 3.4780E-34 4.1415E-33 1.0358E-32 2.7369E-32 6.1613E-32 1.0957E-31 2.1392E-31 4.4719E-31 6.9073E-31 1.0563E-30 1.6475E-30 2.2108E-30 3.2602E-30 5.1220E-30 6.7615E-30 8.9391E-30 1.2001E-29 1.4790E-29 1.9445E-29 1.9445E-29 1.9445E-29 1.9445E-29 1.9445E-29 1.9445E-29 
555   34    27    5.0119E-35 3.5804E-34 4.2635E-33 1.0663E-32 2.8176E-32 6.3428E-32 1.1280E-31 2.2022E-31 4.6037E-31 7.1108E-31 1.0874E-30 1.6961E-30 2.2759E-30 3.3562E-30 5.2729E-30 6.9607E-30 9.2024E-30 1.2354E-29 1.5226E-29 2.0018E-29 2.0018E-29 2.0018E-29 2.0018E-29 2.0018E-29 2.0018E-29 
556   34    28    5.1539E-35 3.6819E-34 4.3843E-33 1.0965E-32 2.8974E-32 6.5226E-32 1.1600E-31 2.2647E-31 4.7341E-31 7.3123E-31 1.1182E-30 1.7441E-30 2.3405E-30 3.4514E-30 5.4224E-30 7.1580E-30 9.4632E-30 1.2704E-29 1.5657E-29 2.0585E-29 2.0585E-29 2.0585E-29 2.0585E-29 2.0585E-29 2.0585E-29 
557   34    29    5.2947E-35 3.7825E-34 4.5041E-33 1.1264E-32 2.9766E-32 6.7007E-32 1.1917E-31 2.3265E-31 4.8634E-31 7.5120E-31 1.1487E-30 1.7918E-30 2.4044E-30 3.5456E-30 5.5705E-30 7.3535E-30 9.7217E-30 1.3051E-29 1.6085E-29 2.1147E-29 2.1147E-29 2.1147E-29 2.1147E-29 2.1147E-29 2.1147E-29 
558   34    30    5.4342E-35 3.8821E-34 4.6228E-33 1.1561E-32 3.0550E-32 6.8773E-32 1.2231E-31 2.3878E-31 4.9916E-31 7.7100E-31 1.1790E-30 1.8390E-30 2.4677E-30 3.6391E-30 5.7173E-30 7.5472E-30 9.9779E-30 1.3395E-29 1.6509E-29 2.1705E-29 2.1705E-29 2.1705E-29 2.1705E-29 2.1705E-29 2.1705E-29 
559   34    31    5.5726E-35 3.9810E-34 4.7405E-33 1.1856E-32 3.1328E-32 7.0523E-32 1.2542E-31 2.4486E-31 5.1187E-31 7.9063E-31 1.2090E-30 1.8858E-30 2.5306E-30 3.7317E-30 5.8628E-30 7.7394E-30 1.0232E-29 1.3736E-29 1.6929E-29 2.2257E-29 2.2257E-29 2.2257E-29 2.2257E-29 2.2257E-29 2.2257E-29 
560   34    32    5.7098E-35 4.0790E-34 4.8572E-33 1.2147E-32 3.2099E-32 7.2260E-32 1.2851E-31 2.5089E-31 5.2447E-31 8.1009E-31 1.2388E-30 1.9322E-30 2.5929E-30 3.8236E-30 6.0072E-30 7.9299E-30 1.0484E-29 1.4075E-29 1.7346E-29 2.2805E-29 2.2805E-29 2.2805E-29 2.2805E-29 2.2805E-29 2.2805E-29 
561   34    33    5.8459E-35 4.1762E-34 4.9730E-33 1.2437E-32 3.2864E-32 7.3983E-32 1.3157E-31 2.5687E-31 5.3697E-31 8.2940E-31 1.2683E-30 1.9783E-30 2.6547E-30 3.9147E-30 6.1504E-30 8.1190E-30 1.0734E-29 1.4410E-29 1.7759E-29 2.3349E-29 2.3349E-29 2.3349E-29 2.3349E-29 2.3349E-29 2.3349E-29 
562   35    1     1.7836E-36 1.2742E-35 1.5172E-34 3.7945E-34 1.0027E-33 2.2572E-33 4.0142E-33 7.8371E-33 1.6383E-32 2.5305E-32 3.8696E-32 6.0357E-32 8.0994E-32 1.1944E-31 1.8765E-31 2.4771E-31 3.2748E-31 4.3965E-31 5.4183E-31 7.1237E-31 7.1237E-31 7.1237E-31 7.1237E-31 7.1237E-31 7.1237E-31 
563   35    2     6.3631E-36 4.5457E-35 5.4129E-34 1.3537E-33 3.5772E-33 8.0528E-33 1.4321E-32 2.7960E-32 5.8448E-32 9.0278E-32 1.3805E-31 2.1533E-31 2.8895E-31 4.2611E-31 6.6945E-31 8.8373E-31 1.1683E-30 1.5685E-30 1.9331E-30 2.5415E-30 2.5415E-30 2.5415E-30 2.5415E-30 2.5415E-30 2.5415E-30 
564   35    3     8.9178E-36 6.3708E-35 7.5862E-34 1.8973E-33 5.0134E-33 1.1286E-32 2.0071E-32 3.9185E-32 8.1915E-32 1.2652E-31 1.9348E-31 3.0179E-31 4.0497E-31 5.9719E-31 9.3823E-31 1.2385E-30 1.6374E-30 2.1982E-30 2.7092E-30 3.5618E-30 3.5618E-30 3.5618E-30 3.5618E-30 3.5618E-30 3.5618E-30 
565   35    4     1.1281E-35 8.0593E-35 9.5969E-34 2.4001E-33 6.3422E-33 1.4277E-32 2.5391E-32 4.9571E-32 1.0363E-31 1.6006E-31 2.4476E-31 3.8177E-31 5.1230E-31 7.5547E-31 1.1869E-30 1.5668E-30 2.0714E-30 2.7809E-30 3.4272E-30 4.5059E-30 4.5059E-30 4.5059E-30 4.5059E-30 4.5059E-30 4.5059E-30 
566   35    5     1.3498E-35 9.6429E-35 1.1483E-33 2.8717E-33 7.5883E-33 1.7083E-32 3.0380E-32 5.9311E-32 1.2399E-31 1.9151E-31 2.9285E-31 4.5679E-31 6.1296E-31 9.0391E-31 1.4201E-30 1.8747E-30 2.4784E-30 3.3273E-30 4.1006E-30 5.3912E-30 5.3912E-30 5.3912E-30 5.3912E-30 5.3912E-30 5.3912E-30 
567   35    6     1.5603E-35 1.1146E-34 1.3273E-33 3.3194E-33 8.7714E-33 1.9746E-32 3.5116E-32 6.8558E-32 1.4332E-31 2.2137E-31 3.3851E-31 5.2801E-31 7.0853E-31 1.0448E-30 1.6415E-30 2.1669E-30 2.8648E-30 3.8460E-30 4.7399E-30 6.2318E-30 6.2318E-30 6.2318E-30 6.2318E-30 6.2318E-30 6.2318E-30 
568   35    7     1.7618E-35 1.2586E-34 1.4987E-33 3.7482E-33 9.9043E-33 2.2296E-32 3.9652E-32 7.7413E-32 1.6183E-31 2.4996E-31 3.8223E-31 5.9620E-31 8.0004E-31 1.1798E-30 1.8535E-30 2.4468E-30 3.2348E-30 4.3428E-30 5.3521E-30 7.0367E-30 7.0367E-30 7.0367E-30 7.0367E-30 7.0367E-30 7.0367E-30 
569   35    8     1.9560E-35 1.3973E-34 1.6639E-33 4.1613E-33 1.0996E-32 2.4754E-32 4.4023E-32 8.5946E-32 1.7967E-31 2.7751E-31 4.2436E-31 6.6192E-31 8.8823E-31 1.3098E-30 2.0579E-30 2.7165E-30 3.5914E-30 4.8215E-30 5.9421E-30 7.8123E-30 7.8123E-30 7.8123E-30 7.8123E-30 7.8123E-30 7.8123E-30 
570   35    9     2.1440E-35 1.5316E-34 1.8238E-33 4.5613E-33 1.2053E-32 2.7133E-32 4.8254E-32 9.4208E-32 1.9694E-31 3.0419E-31 4.6516E-31 7.2554E-31 9.7361E-31 1.4357E-30 2.2557E-30 2.9776E-30 3.9366E-30 5.2849E-30 6.5133E-30 8.5632E-30 8.5632E-30 8.5632E-30 8.5632E-30 8.5632E-30 8.5632E-30 
571   35    10    2.3267E-35 1.6622E-34 1.9793E-33 4.9500E-33 1.3080E-32 2.9445E-32 5.2366E-32 1.0224E-31 2.1372E-31 3.3011E-31 5.0479E-31 7.8737E-31 1.0566E-30 1.5581E-30 2.4479E-30 3.2314E-30 4.2721E-30 5.7353E-30 7.0683E-30 9.2929E-30 9.2929E-30 9.2929E-30 9.2929E-30 9.2929E-30 9.2929E-30 
572   35    11    2.5048E-35 1.7894E-34 2.1307E-33 5.3288E-33 1.4081E-32 3.1699E-32 5.6374E-32 1.1006E-31 2.3007E-31 3.5537E-31 5.4343E-31 8.4763E-31 1.1374E-30 1.6773E-30 2.6352E-30 3.4787E-30 4.5990E-30 6.1742E-30 7.6092E-30 1.0004E-29 1.0004E-29 1.0004E-29 1.0004E-29 1.0004E-29 1.0004E-29 
573   35    12    2.6787E-35 1.9136E-34 2.2787E-33 5.6989E-33 1.5059E-32 3.3900E-32 6.0289E-32 1.1770E-31 2.4605E-31 3.8005E-31 5.8117E-31 9.0650E-31 1.2164E-30 1.7938E-30 2.8182E-30 3.7203E-30 4.9184E-30 6.6030E-30 8.1377E-30 1.0699E-29 1.0699E-29 1.0699E-29 1.0699E-29 1.0699E-29 1.0699E-29 
574   35    13    2.8490E-35 2.0353E-34 2.4236E-33 6.0612E-33 1.6016E-32 3.6055E-32 6.4122E-32 1.2519E-31 2.6169E-31 4.0421E-31 6.1811E-31 9.6412E-31 1.2938E-30 1.9078E-30 2.9974E-30 3.9568E-30 5.2311E-30 7.0228E-30 8.6550E-30 1.1379E-29 1.1379E-29 1.1379E-29 1.1379E-29 1.1379E-29 1.1379E-29 
575   35    14    3.0159E-35 2.1546E-34 2.5656E-33 6.4164E-33 1.6955E-32 3.8168E-32 6.7879E-32 1.3252E-31 2.7703E-31 4.2790E-31 6.5433E-31 1.0206E-30 1.3696E-30 2.0196E-30 3.1730E-30 4.1887E-30 5.5376E-30 7.4343E-30 9.1622E-30 1.2046E-29 1.2046E-29 1.2046E-29 1.2046E-29 1.2046E-29 1.2046E-29 
576   35    15    3.1799E-35 2.2717E-34 2.7051E-33 6.7652E-33 1.7877E-32 4.0243E-32 7.1569E-32 1.3973E-31 2.9209E-31 4.5116E-31 6.8990E-31 1.0761E-30 1.4440E-30 2.1294E-30 3.3455E-30 4.4163E-30 5.8386E-30 7.8384E-30 9.6603E-30 1.2701E-29 1.2701E-29 1.2701E-29 1.2701E-29 1.2701E-29 1.2701E-29 
577   35    16    3.3411E-35 2.3868E-34 2.8422E-33 7.1081E-33 1.8783E-32 4.2283E-32 7.5197E-32 1.4681E-31 3.0689E-31 4.7402E-31 7.2487E-31 1.1306E-30 1.5172E-30 2.2374E-30 3.5151E-30 4.6402E-30 6.1346E-30 8.2357E-30 1.0150E-29 1.3344E-29 1.3344E-29 1.3344E-29 1.3344E-29 1.3344E-29 1.3344E-29 
578   35    17    3.4997E-35 2.5001E-34 2.9771E-33 7.4456E-33 1.9674E-32 4.4290E-32 7.8767E-32 1.5378E-31 3.2146E-31 4.9653E-31 7.5929E-31 1.1843E-30 1.5892E-30 2.3436E-30 3.6820E-30 4.8605E-30 6.4258E-30 8.6268E-30 1.0632E-29 1.3978E-29 1.3978E-29 1.3978E-29 1.3978E-29 1.3978E-29 1.3978E-29 
579   35    18    3.6560E-35 2.6118E-34 3.1100E-33 7.7780E-33 2.0553E-32 4.6268E-32 8.2284E-32 1.6064E-31 3.3582E-31 5.1870E-31 7.9319E-31 1.2372E-30 1.6602E-30 2.4482E-30 3.8464E-30 5.0775E-30 6.7128E-30 9.0120E-30 1.1107E-29 1.4602E-29 1.4602E-29 1.4602E-29 1.4602E-29 1.4602E-29 1.4602E-29 
580   35    19    3.8100E-35 2.7219E-34 3.2411E-33 8.1058E-33 2.1419E-32 4.8218E-32 8.5752E-32 1.6741E-31 3.4997E-31 5.4056E-31 8.2662E-31 1.2894E-30 1.7302E-30 2.5514E-30 4.0085E-30 5.2915E-30 6.9957E-30 9.3918E-30 1.1575E-29 1.5218E-29 1.5218E-29 1.5218E-29 1.5218E-29 1.5218E-29 1.5218E-29 
581   35    20    3.9621E-35 2.8305E-34 3.3704E-33 8.4293E-33 2.2274E-32 5.0142E-32 8.9174E-32 1.7410E-31 3.6394E-31 5.6213E-31 8.5960E-31 1.3408E-30 1.7992E-30 2.6532E-30 4.1684E-30 5.5027E-30 7.2748E-30 9.7665E-30 1.2036E-29 1.5825E-29 1.5825E-29 1.5825E-29 1.5825E-29 1.5825E-29 1.5825E-29 
582   35    21    4.1122E-35 2.9377E-34 3.4981E-33 8.7486E-33 2.3118E-32 5.2042E-32 9.2552E-32 1.8069E-31 3.7772E-31 5.8343E-31 8.9217E-31 1.3916E-30 1.8674E-30 2.7537E-30 4.3264E-30 5.7111E-30 7.5504E-30 1.0137E-29 1.2492E-29 1.6424E-29 1.6424E-29 1.6424E-29 1.6424E-29 1.6424E-29 1.6424E-29 
583   35    22    4.2605E-35 3.0436E-34 3.6243E-33 9.0642E-33 2.3952E-32 5.3919E-32 9.5890E-32 1.8721E-31 3.9135E-31 6.0447E-31 9.2435E-31 1.4418E-30 1.9347E-30 2.8531E-30 4.4824E-30 5.9171E-30 7.8228E-30 1.0502E-29 1.2943E-29 1.7017E-29 1.7017E-29 1.7017E-29 1.7017E-29 1.7017E-29 1.7017E-29 
584   35    23    4.4071E-35 3.1484E-34 3.7490E-33 9.3761E-33 2.4776E-32 5.5774E-32 9.9190E-32 1.9365E-31 4.0481E-31 6.2527E-31 9.5616E-31 1.4914E-30 2.0013E-30 2.9512E-30 4.6366E-30 6.1207E-30 8.0920E-30 1.0864E-29 1.3388E-29 1.7602E-29 1.7602E-29 1.7602E-29 1.7602E-29 1.7602E-29 1.7602E-29 
585   35    24    4.5521E-35 3.2520E-34 3.8724E-33 9.6846E-33 2.5591E-32 5.7609E-32 1.0245E-31 2.0002E-31 4.1813E-31 6.4584E-31 9.8762E-31 1.5405E-30 2.0672E-30 3.0483E-30 4.7892E-30 6.3221E-30 8.3582E-30 1.1221E-29 1.3829E-29 1.8181E-29 1.8181E-29 1.8181E-29 1.8181E-29 1.8181E-29 1.8181E-29 
586   35    25    4.6956E-35 3.3545E-34 3.9944E-33 9.9898E-33 2.6397E-32 5.9425E-32 1.0568E-31 2.0633E-31 4.3131E-31 6.6620E-31 1.0187E-30 1.5890E-30 2.1323E-30 3.1444E-30 4.9402E-30 6.5214E-30 8.6216E-30 1.1575E-29 1.4265E-29 1.8754E-29 1.8754E-29 1.8754E-29 1.8754E-29 1.8754E-29 1.8754E-29 
587   35    26    4.8376E-35 3.4559E-34 4.1152E-33 1.0292E-32 2.7196E-32 6.1222E-32 1.0888E-31 2.1257E-31 4.4436E-31 6.8635E-31 1.0496E-30 1.6371E-30 2.1968E-30 3.2395E-30 5.0896E-30 6.7187E-30 8.8824E-30 1.1925E-29 1.4696E-29 1.9322E-29 1.9322E-29 1.9322E-29 1.9322E-29 1.9322E-29 1.9322E-29 
588   35    27    4.9783E-35 3.5564E-34 4.2349E-33 1.0591E-32 2.7987E-32 6.3002E-32 1.1205E-31 2.1875E-31 4.5728E-31 7.0631E-31 1.0801E-30 1.6847E-30 2.2607E-30 3.3337E-30 5.2376E-30 6.9140E-30 9.1407E-30 1.2271E-29 1.5124E-29 1.9884E-29 1.9884E-29 1.9884E-29 1.9884E-29 1.9884E-29 1.9884E-29 
589   35    28    5.1176E-35 3.6560E-34 4.3534E-33 1.0888E-32 2.8770E-32 6.4766E-32 1.1518E-31 2.2487E-31 4.7008E-31 7.2608E-31 1.1103E-30 1.7318E-30 2.3240E-30 3.4270E-30 5.3842E-30 7.1075E-30 9.3965E-30 1.2615E-29 1.5547E-29 2.0440E-29 2.0440E-29 2.0440E-29 2.0440E-29 2.0440E-29 2.0440E-29 
590   35    29    5.2557E-35 3.7546E-34 4.4709E-33 1.1181E-32 2.9546E-32 6.6514E-32 1.1829E-31 2.3094E-31 4.8276E-31 7.4567E-31 1.1403E-30 1.7786E-30 2.3867E-30 3.5195E-30 5.5295E-30 7.2993E-30 9.6501E-30 1.2955E-29 1.5966E-29 2.0992E-29 2.0992E-29 2.0992E-29 2.0992E-29 2.0992E-29 2.0992E-29 
591   35    30    5.3926E-35 3.8524E-34 4.5874E-33 1.1473E-32 3.0316E-32 6.8246E-32 1.2137E-31 2.3695E-31 4.9534E-31 7.6509E-31 1.1700E-30 1.8249E-30 2.4488E-30 3.6112E-30 5.6735E-30 7.4894E-30 9.9015E-30 1.3293E-29 1.6382E-29 2.1538E-29 2.1538E-29 2.1538E-29 2.1538E-29 2.1538E-29 2.1538E-29 
592   35    31    5.5284E-35 3.9494E-34 4.7028E-33 1.1762E-32 3.1079E-32 6.9964E-32 1.2443E-31 2.4292E-31 5.0781E-31 7.8435E-31 1.1994E-30 1.8708E-30 2.5105E-30 3.7021E-30 5.8163E-30 7.6780E-30 1.0151E-29 1.3627E-29 1.6795E-29 2.2081E-29 2.2081E-29 2.2081E-29 2.2081E-29 2.2081E-29 2.2081E-29 
593   35    32    5.6630E-35 4.0456E-34 4.8174E-33 1.2048E-32 3.1836E-32 7.1668E-32 1.2746E-31 2.4883E-31 5.2017E-31 8.0346E-31 1.2286E-30 1.9164E-30 2.5716E-30 3.7923E-30 5.9580E-30 7.8650E-30 1.0398E-29 1.3959E-29 1.7204E-29 2.2618E-29 2.2618E-29 2.2618E-29 2.2618E-29 2.2618E-29 2.2618E-29 
594   35    33    5.7966E-35 4.1410E-34 4.9310E-33 1.2332E-32 3.2587E-32 7.3359E-32 1.3046E-31 2.5470E-31 5.3244E-31 8.2241E-31 1.2576E-30 1.9616E-30 2.6323E-30 3.8817E-30 6.0985E-30 8.0505E-30 1.0643E-29 1.4289E-29 1.7610E-29 2.3152E-29 2.3152E-29 2.3152E-29 2.3152E-29 2.3152E-29 2.3152E-29 
595   35    34    2.9540E-11 3.0819E-11 3.2510E-11 3.2757E-11 3.3020E-11 3.2709E-11 3.2490E-11 3.2570E-11 3.3370E-11 3.4150E-11 3.4870E-11 3.5320E-11 3.5290E-11 3.4920E-11 3.4210E-11 3.3960E-11 3.4090E-11 3.5183E-11 3.5980E-11 3.8180E-11 3.8180E-11 3.8180E-11 3.8180E-11 3.8180E-11 3.8180E-11 
596   36    1     2.3610E-21 2.4660E-21 2.6050E-21 2.7110E-21 2.8280E-21 3.0417E-21 3.2030E-21 3.7180E-21 5.3560E-21 8.4730E-21 1.9150E-20 8.2570E-20 3.5120E-19 3.7480E-18 7.6800E-17 4.6830E-16 2.2560E-15 7.3800E-15 1.7110E-14 3.2570E-14 3.2570E-14 3.2570E-14 3.2570E-14 3.2570E-14 3.2570E-14 
597   36    2     1.0930E-20 1.1421E-20 1.2070E-20 1.2569E-20 1.3120E-20 1.4106E-20 1.4850E-20 1.7240E-20 2.4840E-20 3.9070E-20 8.6610E-20 3.5760E-19 1.4520E-18 1.4440E-17 2.6980E-16 1.5560E-15 7.1980E-15 2.3030E-14 5.2560E-14 9.9220E-14 9.9220E-14 9.9220E-14 9.9220E-14 9.9220E-14 9.9220E-14 
598   36    3     3.5630E-20 3.7268E-20 3.9440E-20 4.1079E-20 4.2890E-20 4.6115E-20 4.8550E-20 5.6360E-20 8.1180E-20 1.2670E-19 2.7380E-19 1.0680E-18 4.0690E-18 3.6600E-17 5.9360E-16 3.1270E-15 1.3500E-14 4.1486E-14 9.2010E-14 1.7060E-13 1.7060E-13 1.7060E-13 1.7060E-13 1.7060E-13 1.7060E-13 
599   36    4     1.0710E-19 1.1213E-19 1.1880E-19 1.2379E-19 1.2930E-19 1.3899E-19 1.4630E-19 1.6980E-19 2.4430E-19 3.7800E-19 7.9660E-19 2.9350E-18 1.0490E-17 8.4910E-17 1.1810E-15 5.6050E-15 2.2210E-14 6.4630E-14 1.3790E-13 2.4990E-13 2.4990E-13 2.4990E-13 2.4990E-13 2.4990E-13 2.4990E-13 
600   36    5     3.0510E-19 3.1962E-19 3.3890E-19 3.5333E-19 3.6930E-19 3.9694E-19 4.1780E-19 4.8460E-19 6.9580E-19 1.0670E-18 2.1950E-18 7.6570E-18 2.5700E-17 1.8750E-16 2.2430E-15 9.5840E-15 3.4690E-14 9.4841E-14 1.9360E-13 3.4040E-13 3.4040E-13 3.4040E-13 3.4040E-13 3.4040E-13 3.4040E-13 
601   36    6     8.3240E-19 8.7280E-19 9.2650E-19 9.6660E-19 1.0110E-18 1.0862E-18 1.1430E-18 1.3250E-18 1.8960E-18 2.8830E-18 5.7880E-18 1.9140E-17 6.0490E-17 3.9840E-16 4.1200E-15 1.5900E-14 5.2510E-14 1.3443E-13 2.6190E-13 4.4620E-13 4.4620E-13 4.4620E-13 4.4620E-13 4.4620E-13 4.4620E-13 
602   36    7     2.1870E-18 2.2951E-18 2.4390E-18 2.5453E-18 2.6630E-18 2.8614E-18 3.0110E-18 3.4860E-18 4.9720E-18 7.4890E-18 1.4680E-17 4.6120E-17 1.3730E-16 8.1730E-16 7.3460E-15 2.5780E-14 7.8020E-14 1.8669E-13 3.4670E-13 5.6950E-13 5.6950E-13 5.6950E-13 5.6950E-13 5.6950E-13 5.6950E-13 
603   36    8     5.5650E-18 5.8446E-18 6.2170E-18 6.4916E-18 6.7960E-18 7.3011E-18 7.6820E-18 8.8830E-18 1.2610E-17 1.8810E-17 3.6020E-17 1.0750E-16 3.0220E-16 1.6280E-15 1.2780E-14 4.0930E-14 1.1380E-13 2.5509E-13 4.5230E-13 7.1850E-13 7.1850E-13 7.1850E-13 7.1850E-13 7.1850E-13 7.1850E-13 
604   36    9     1.3720E-17 1.4419E-17 1.5350E-17 1.6038E-17 1.6800E-17 1.8048E-17 1.8990E-17 2.1920E-17 3.0950E-17 4.5690E-17 8.5500E-17 2.4290E-16 6.4480E-16 3.1460E-15 2.1630E-14 6.3670E-14 1.6350E-13 3.4330E-13 5.8110E-13 8.9000E-13 8.9000E-13 8.9000E-13 8.9000E-13 8.9000E-13 8.9000E-13 
605   36    10    3.2930E-17 3.4648E-17 3.6940E-17 3.8613E-17 4.0470E-17 4.3463E-17 4.5720E-17 5.2700E-17 7.3930E-17 1.0800E-16 1.9740E-16 5.3420E-16 1.3420E-15 5.9410E-15 3.5940E-14 9.7500E-14 2.3200E-13 4.5910E-13 7.4510E-13 1.1040E-12 1.1040E-12 1.1040E-12 1.1040E-12 1.1040E-12 1.1040E-12 
606   36    11    7.6710E-17 8.0777E-17 8.6210E-17 9.0167E-17 9.4560E-17 1.0154E-16 1.0680E-16 1.2290E-16 1.7120E-16 2.4720E-16 4.4160E-16 1.1380E-15 2.7070E-15 1.0870E-14 5.8030E-14 1.4580E-13 3.2280E-13 6.0114E-13 9.3450E-13 1.3410E-12 1.3410E-12 1.3410E-12 1.3410E-12 1.3410E-12 1.3410E-12 
607   36    12    1.7500E-16 1.8446E-16 1.9710E-16 2.0629E-16 2.1650E-16 2.3235E-16 2.4430E-16 2.8060E-16 3.8780E-16 5.5360E-16 9.6610E-16 2.3760E-15 5.3610E-15 1.9610E-14 9.2760E-14 2.1670E-13 4.4870E-13 7.9346E-13 1.1890E-12 1.6540E-12 1.6540E-12 1.6540E-12 1.6540E-12 1.6540E-12 1.6540E-12 
608   36    13    3.8640E-16 4.0765E-16 4.3610E-16 4.5665E-16 4.7950E-16 5.1452E-16 5.4090E-16 6.1970E-16 8.4940E-16 1.1980E-15 2.0410E-15 4.7880E-15 1.0240E-14 3.4040E-14 1.4270E-13 3.1060E-13 6.0210E-13 1.0084E-12 1.4540E-12 1.9730E-12 1.9730E-12 1.9730E-12 1.9730E-12 1.9730E-12 1.9730E-12 
609   36    14    8.4190E-16 8.8904E-16 9.5220E-16 9.9756E-16 1.0480E-15 1.1244E-15 1.1820E-15 1.3510E-15 1.8350E-15 2.5550E-15 4.2540E-15 9.5320E-15 1.9410E-14 5.9000E-14 2.2100E-13 4.5100E-13 8.2640E-13 1.3253E-12 1.8530E-12 2.4370E-12 2.4370E-12 2.4370E-12 2.4370E-12 2.4370E-12 2.4370E-12 
610   36    15    1.7620E-15 1.8624E-15 1.9970E-15 2.0936E-15 2.2010E-15 2.3607E-15 2.4810E-15 2.8270E-15 3.8030E-15 5.2250E-15 8.4860E-15 1.8140E-14 3.5070E-14 9.6940E-14 3.2200E-13 6.1430E-13 1.0590E-12 1.6242E-12 2.2000E-12 2.8620E-12 2.8620E-12 2.8620E-12 2.8620E-12 2.8620E-12 2.8620E-12 
611   36    16    3.6860E-15 3.8998E-15 4.1870E-15 4.3923E-15 4.6210E-15 4.9547E-15 5.2060E-15 5.9170E-15 7.8780E-15 1.0680E-14 1.6940E-14 3.4630E-14 6.3960E-14 1.6300E-13 4.8890E-13 8.8220E-13 1.4530E-12 2.1442E-12 2.8260E-12 3.5440E-12 3.5440E-12 3.5440E-12 3.5440E-12 3.5440E-12 3.5440E-12 
612   36    17    7.2890E-15 7.7198E-15 8.2990E-15 8.7110E-15 9.1700E-15 9.8262E-15 1.0320E-14 1.1700E-14 1.5400E-14 2.0570E-14 3.1800E-14 6.1960E-14 1.0870E-13 2.5250E-13 6.7020E-13 1.1310E-12 1.7610E-12 2.5243E-12 3.2590E-12 4.1260E-12 4.1260E-12 4.1260E-12 4.1260E-12 4.1260E-12 4.1260E-12 
613   36    18    1.4740E-14 1.5627E-14 1.6820E-14 1.7666E-14 1.8610E-14 1.9945E-14 2.0950E-14 2.3660E-14 3.0800E-14 4.0550E-14 6.1200E-14 1.1430E-13 1.9260E-13 4.1750E-13 1.0180E-12 1.6400E-12 2.4540E-12 3.3716E-12 4.2240E-12 5.0880E-12 5.0880E-12 5.0880E-12 5.0880E-12 5.0880E-12 5.0880E-12 
614   36    19    2.7380E-14 2.9058E-14 3.1320E-14 3.2922E-14 3.4710E-14 3.7170E-14 3.9020E-14 4.3910E-14 5.6490E-14 7.3230E-14 1.0750E-13 1.9100E-13 3.0570E-13 6.0510E-13 1.3090E-12 1.9770E-12 2.8260E-12 3.8620E-12 4.8200E-12 5.9960E-12 5.9960E-12 5.9960E-12 5.9960E-12 5.9960E-12 5.9960E-12 
615   36    20    5.4020E-14 5.7396E-14 6.1950E-14 6.5158E-14 6.8740E-14 7.3586E-14 7.7230E-14 8.6610E-14 1.1000E-13 1.4040E-13 2.0120E-13 3.4350E-13 5.3090E-13 9.9530E-13 2.0180E-12 2.9340E-12 4.0260E-12 5.1823E-12 6.1990E-12 7.2090E-12 7.2090E-12 7.2090E-12 7.2090E-12 7.2090E-12 7.2090E-12 
616   36    21    9.3520E-14 9.9467E-14 1.0750E-13 1.1312E-13 1.1940E-13 1.2774E-13 1.3400E-13 1.4980E-13 1.8800E-13 2.3620E-13 3.2880E-13 5.3240E-13 7.8090E-13 1.3400E-12 2.4380E-12 3.3770E-12 4.5380E-12 6.0073E-12 7.3300E-12 8.9460E-12 8.9460E-12 8.9460E-12 8.9460E-12 8.9460E-12 8.9460E-12 
